0,11.17,-60.79,-69.21
1,11.17,-60.79,-69.21
2,11.17,-60.79,-69.21
3,11.17,-60.79,-69.21
4,11.17,-60.79,-69.21
5,11.17,-60.79,-69.21
6,11.17,-60.79,-69.21
7,11.17,-60.79,-69.21
8,14.21,-60.79,-66.18
9,32.43,-60.79,-63.14
10,50.48,-60.79,-63.14
11,56.55,-60.79,-63.14
12,53.51,-60.79,-63.14
13,41.37,-60.79,-63.14
14,23.15,-60.79,-63.14
15,11.12,-60.79,-63.14
16,11.12,-60.79,-63.14
17,11.12,-60.79,-63.14
18,14.15,-60.79,-63.14
19,32.37,-60.79,-63.14
20,50.59,-60.79,-63.14
21,53.57,-60.79,-63.14
22,44.46,-60.79,-63.14
23,29.28,-60.79,-63.14
24,14.21,-60.79,-63.14
25,11.17,-60.79,-63.14
26,11.17,-60.79,-63.14
27,11.17,-60.79,-63.14
28,11.17,-60.79,-63.14
29,11.17,-60.79,-63.14
30,11.17,-60.79,-63.14
31,20.11,-60.79,-60.16
32,47.44,-60.79,-60.16
33,53.51,-60.79,-60.16
34,35.52,-60.79,-63.14
35,14.27,-60.79,-69.21
36,5.16,-57.75,-69.21
37,5.16,-57.75,-69.21
38,5.16,-57.75,-69.21
39,5.16,-57.75,-69.21
40,5.16,-57.75,-69.21
41,5.16,-57.75,-69.21
42,5.16,-57.75,-69.21
43,5.16,-57.75,-69.21
44,5.16,-57.75,-69.21
45,5.16,-57.75,-69.21
46,5.16,-57.75,-69.21
47,5.16,-57.75,-69.21
48,5.16,-57.75,-69.21
49,5.16,-57.75,-69.21
50,5.16,-57.75,-69.21
51,5.16,-57.75,-72.25
52,5.16,-57.75,-90.47
53,5.16,-57.75,-93.51
54,5.16,-57.75,-60.10
55,5.16,-57.75,-47.96
56,5.16,-57.75,-54.03
57,5.16,-57.75,-93.51
58,5.16,-57.75,-99.58
59,5.16,-57.75,-72.42
60,5.16,-57.75,-51.17
61,5.16,-57.75,-51.17
62,5.16,-57.75,-51.17
63,5.16,-57.75,-51.17
64,5.16,-57.75,-51.17
65,5.16,-57.75,-51.17
66,5.16,-57.75,-51.17
67,5.16,-57.75,-51.17
68,5.16,-57.75,-51.17
69,5.16,-57.75,-51.17
70,5.16,-57.75,-51.17
71,5.16,-57.75,-51.17
72,5.16,-57.75,-51.17
73,5.16,-57.75,-51.17
74,5.16,-57.75,-51.17
75,5.16,-57.75,-51.17
0,5.16,-57.75,-53.74
1,5.16,-57.75,-53.74
2,5.16,-57.75,-53.74
3,8.19,-57.75,-53.74
4,17.30,-54.72,-53.74
5,41.37,-51.68,-53.74
6,53.51,-51.68,-53.74
7,35.29,-54.72,-59.82
8,11.00,-54.72,-59.82
9,-0.97,-57.70,-59.82
10,14.21,-57.70,-59.82
11,44.58,-51.62,-56.78
12,41.48,-51.62,-56.78
13,14.15,-51.62,-59.82
14,5.04,-51.62,-59.82
15,11.00,-51.62,-59.82
16,38.33,-48.59,-59.82
17,41.37,-48.59,-59.82
18,29.45,-48.59,-59.82
19,14.27,-48.59,-59.82
20,5.16,-48.59,-59.82
21,2.12,-48.59,-59.82
22,5.16,-48.59,-59.82
23,5.16,-48.59,-59.82
24,5.16,-48.59,-59.82
25,5.16,-48.59,-59.82
26,5.16,-48.59,-59.82
27,5.16,-48.59,-59.82
28,5.16,-48.59,-59.82
29,5.16,-48.59,-59.82
30,5.16,-48.59,-59.82
31,5.16,-48.59,-59.82
32,5.16,-48.59,-59.82
33,5.16,-48.59,-59.82
34,5.16,-48.59,-59.82
35,8.14,-48.59,-59.82
36,20.28,-48.59,-59.82
37,32.43,-48.59,-59.82
38,44.46,-48.59,-59.82
39,53.57,-48.59,-59.82
40,56.61,-48.59,-59.82
41,56.61,-48.59,-59.82
42,56.61,-48.59,-59.82
43,56.61,-48.59,-59.82
44,56.61,-48.59,-59.82
45,56.61,-48.59,-59.82
46,56.61,-48.59,-59.82
47,56.61,-48.59,-59.82
48,56.61,-48.59,-59.82
49,56.61,-48.59,-59.82
50,56.61,-48.59,-59.82
51,56.61,-48.59,-59.82
52,53.57,-48.59,-59.82
53,47.50,-48.59,-59.82
54,32.31,-48.59,-59.82
55,20.28,-48.59,-59.82
56,11.17,-48.59,-59.82
57,5.10,-48.59,-59.82
58,2.06,-48.59,-59.82
59,-0.97,-48.59,-59.82
60,-0.97,-48.59,-59.82
61,-0.97,-48.59,-59.82
62,-0.97,-48.59,-59.82
63,-0.97,-48.59,-59.82
64,-0.97,-48.59,-59.82
65,-0.97,-48.59,-59.82
66,-0.97,-48.59,-59.82
67,-0.97,-48.59,-59.82
68,-0.97,-48.59,-59.82
69,-0.97,-48.59,-59.82
70,-0.97,-48.59,-59.82
71,-0.97,-48.59,-59.82
72,-0.97,-48.59,-59.82
73,-0.97,-48.59,-59.82
74,-0.97,-48.59,-59.82
